,name,category,state_abbrv,county_uid,city_uid,in_flow,out_flow,flow,pretty_category,lcc,color,x,y
4c060afb-08c5-4510-95bd-f6923e0df0e5,RILEY FAMILY FOUNDATION,Private-ish,NY,C-47-36,NEW YORK-0-36,0.0,26600.0,26600.0,Private-ish,1,#668DE5,80.2161624166194,136.5708148096155
8d6668dd-8271-4585-aaa2-410bcf422fd3,ROCKING CHAIR FOUNDATION,Private-ish,NY,C-47-36,NEW YORK-0-36,0.0,500.0,500.0,Private-ish,1,#668DE5,66.84507040111235,137.97286117202935
3006613f-6a47-4bf4-b90d-01fbe9faa0a7,ARONSON FAMILY FOUNDATION DENNIS POSTER TURSTEE,Private-ish,CT,C-1-9,WESTPORT-1-9,0.0,11000.0,11000.0,Private-ish,1,#668DE5,78.99091394929495,103.047473660069
60115c6f-bde2-4fde-9b97-a6d3b51c3139,THE ANDREW  ANN TISCH FOUNDATION INC,Private-ish,NY,C-47-36,NEW YORK-0-36,0.0,29400.0,29400.0,Private-ish,1,#668DE5,65.42785139470786,140.1378189092506
85121e01-9bcf-4d99-a37a-5df58cba97df,THE MOORE CHARITABLE FOUNDATION INC,Private-ish,NY,C-47-36,NEW YORK-0-36,0.0,12800.0,12800.0,Private-ish,1,#668DE5,51.476365088644705,177.04537348467352
7a06e3bf-3f33-4a8f-a3a3-01ea02ff2015,THE ALPERT FAMILY FOUNDATION,Private-ish,NY,C-119-36,HARRISON-119-36,0.0,550.0,550.0,Private-ish,1,#668DE5,52.88383324846385,172.64525628228472
ea543a52-5f01-4118-939f-990f2ad6e656,CHRISTY AND JOHN MACK FOUNDATION,Private-ish,NY,C-119-36,RYE-119-36,0.0,690833.0,690833.0,Private-ish,1,#668DE5,62.99566758206927,134.22401707650778
4266f738-8503-4e7e-913f-2eac125b5483,SUZANNE M NORA JOHNSON  DAVID G JOHNSON FOUNDATION,Private-ish,NY,C-1-36,ALBANY-1-36,0.0,1000.0,1000.0,Private-ish,1,#668DE5,120.66861473552282,137.67948084891748
ba827ee8-fcfe-4147-8417-ff7b04202ad6,MALKIN FUND INC,Private-ish,NY,C-47-36,NEW YORK-0-36,0.0,2000.0,2000.0,Private-ish,1,#668DE5,57.01878974556429,146.42013900508016
bad75149-7ea4-4825-9b3a-76a4a274b365,USTA FOUNDATION INCORPORATED,Private-ish,NY,C-119-36,WHITE PLAINS-119-36,0.0,22500.0,22500.0,Private-ish,1,#668DE5,94.0572000414153,113.51750867115399
0fa321f2-8f55-419e-af45-cbe654e2e91a,THE MAYORS FUND TO ADVANCE NEW YORK CITY,Private-ish,NY,C-47-36,NEW YORK-0-36,0.0,25000.0,25000.0,Private-ish,1,#668DE5,81.09531721432383,137.40941368063113
12d7728a-356d-48bc-a62e-9a04f9a72876,MR AND MRS ROBERT C BAKER FAMILY FDN,Private-ish,NY,C-119-36,HARRISON-119-36,0.0,14000.0,14000.0,Private-ish,1,#668DE5,83.23768413754007,145.90794824268514
20423620-bd3e-475a-a406-fe09e4fa61ba,JULIE AND MARTIN FRANKLIN CHARITABLE FOUNDATION INC,Private-ish,FL,C-86-12,MIAMI-86-12,0.0,18000.0,18000.0,Private-ish,1,#668DE5,84.80788007469094,138.46801677942094
824bde8d-fafa-4507-bec9-6a30837371a9,NATIONAL POLICE DEFENSE FOUNDATION INC,Police Nonprofits,NJ,C-25-34,MARLBORO-25-34,26056.0,0.0,26056.0,Havens,1,#F2BE57,89.76448256032569,112.35730840415673
44e792c0-4bcb-424a-b26e-7f9bd0604ce1,SHERLOCK CHARITABLE FOUNDATION,Private-ish,NY,C-119-36,PORT CHESTER-119-36,0.0,500.0,500.0,Private-ish,1,#668DE5,91.81314248980019,112.78552044471616
a0032425-9ab6-43e2-8c88-3bb1cde70068,JACK  JANET TEICH FOUNDATION,Private-ish,NY,C-119-36,RYE-119-36,0.0,5000.0,5000.0,Private-ish,1,#668DE5,72.9426153715279,162.8076338257847
defb3f3e-1854-4ffd-af1b-5b8c8cb017db,NY LAW ENFORCEMENT FOUND,Police Nonprofits,NY,C-47-36,NEW YORK-0-36,95580.0,0.0,95580.0,Havens,1,#F2BE57,83.70518481032133,153.82126853357994
cb17fdb0-c66d-4a83-a032-67d3a61bc141,THE PARSONS FAMILY FOUNDATION,Private-ish,NY,C-47-36,NEW YORK-0-36,0.0,2000.0,2000.0,Private-ish,1,#668DE5,66.64514708242177,140.48821487539902
6f0b48c7-cb11-4898-89c6-e6818e1306e0,ALEXANDRA AND MARTIN SYMONDS FOUNDATION INC,Private-ish,NY,C-47-36,NEW YORK-0-36,0.0,32000.0,32000.0,Private-ish,1,#668DE5,64.05225410782253,133.40032478229276
